runnum,err1,err2,err3,err4,err5,err6,err7,cost,L1,time,FEs
1,0.033659250555345466,0.022857469986426793,0.3428945859231405,0.26280275464931435,0.15738220076023524,-8.73603587909829e-05,0.32861672064091696,0.07874308860454535,0.8195962618744623,474.4854197502136,491750
