err_type,selection_rate,runnum,err1,err2,err3,err4,err5,err6,err7,cost1,L1,time1,cost2,L1_2,time2,FE1,FE2
MAE_log,0.5,1,0.03214632299165032,0.021356049548700184,0.3543887654507998,0.26035441571971774,0.15077687342120782,-8.435462347109249e-05,0.3042332481766996,0.07887018266384312,0.8219172358512878,1.2202911376953125,0.07874446785578099,0.8190224271320758,0.6433119773864746,50,509
