runnum,err1,err2,err3,err4,err5,err6,err7,cost,L1,time,FEs
1,0.03365927313178929,0.022857496678376776,0.3428943761848231,0.2628027825748518,0.15738225487669588,-8.736042635566245e-05,0.3286171970198948,0.07874308860442249,0.8195961834465368,59.53278207778931,70000
